CODIGO_ESTABLECIMIENTO,NOM_ESTAB,Dirección,Nom_depa,Nom_muni,SECTOR,AREA,PLAN,JORNADA,Evaluados_Nacional_2013,SEXO_Mujer_Cantidad_Nacional_2013,SEXO_Hombre_Cantidad_Nacional_2013,SEXO_Mujer_Porcentaje_Nacional_2013,SEXO_Hombre_Porcentaje_Nacional_2013,PLAN_DIARIO_Cantidad_Nacional_2013,PLAN_SABATINO_Cantidad_Nacional_2013,PLAN_DOMINICAL_Cantidad_Nacional_2013,PLAN_FIN_SEMANA_Cantidad_Nacional_2013,PLAN_A_DISTANCIA_Cantidad_Nacional_2013,LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_INSATIS_Porcentaje_Nacional_2013,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,NO_LOGRO_MATE_NAC_2013,DESEMPEÑO_MATE_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_INSATIS_Porcentaje_Nacional_2013,Cantidad_Evaluados_Establecimiento_2013,LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,NO_LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_LEC_2013,LOGRO_NACIONAL_LECT_PORCENTAJE_2013,LOGRO_LECTURA_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_LECTURA_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Departamental_2013,NO_LOGRO_LECTURA_Municipal_2013,LIBROS_LEE_PARA_INFORME_2_o_MENOS_2013,LIBROS_LEE_PARA_INFORME_3_a_6a_2013,LIBROS_LEE_PARA_INFORME_más_de_6a_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_MATE_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_MATE,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_MATEMÁTICAS_Porcentaje_Nacional_2013,NO_LOGRO_MATEMÁTICAS_Departamental_2013,NO_LOGRO_MATEMÁTICAS_Municipal_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2009,LOGRO_LECTURA_ESTABLECIMIENTO_2006,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2009,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2006,MODELOS_DE_CALIDAD_SECTOR_OFICIAL
15-04-1619-45,INEB DE TELESECUNDARIA,CHICUXTIN,Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,34.00,0.00,100.00,0.00,0.00,5.88,94.12,0.00,14.58,7.98,3.25,85.42,92.02,96.75,81.25,15.63,3.13,5.88,94.12,0.00,5.88,32.35,61.76,1.00,18.35,13.24,10.43,81.65,86.76,89.57,7.14,N/D,28.57,N/D,TELESECUNDARIA
15-04-1705-45,INEB DE TELESECUNDARIA,ALDEA SUTUN,Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,14.00,7.14,92.86,0.00,7.14,7.14,85.71,1.00,14.58,7.98,3.25,85.42,92.02,96.75,14.29,78.57,7.14,7.14,92.86,0.00,7.14,42.86,50.00,1.00,18.35,13.24,10.43,81.65,86.76,89.57,0.00,7.14,13.33,20.00,TELESECUNDARIA
15-04-1737-45,INEB DE TELESECUNDARIA,SAN JOSE EL RODEO,Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,28.00,0.00,100.00,0.00,0.00,21.43,78.57,0.00,14.58,7.98,3.25,85.42,92.02,96.75,92.86,7.14,0.00,7.14,92.86,0.00,7.14,21.43,71.43,1.00,18.35,13.24,10.43,81.65,86.76,89.57,0.00,11.54,0.00,4.35,TELESECUNDARIA
15-04-1740-45,INEB DE TELESECUNDARIA,"CASERIO CHITOMAX, ALDEA LOS PAJALES",Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,4.00,0.00,100.00,0.00,0.00,25.00,75.00,0.00,14.58,7.98,3.25,85.42,92.02,96.75,50.00,50.00,0.00,0.00,100.00,0.00,0.00,75.00,25.00,0.00,18.35,13.24,10.43,81.65,86.76,89.57,0.00,0.00,0.00,11.11,TELESECUNDARIA
15-04-1810-45,CENTRO EDUCATIVO COMUNITARIO PADRE JUAN VALLS CRESPO,BARRIO MAGDALENA,Baja Verapaz,CUBULCO,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,61.00,9.84,90.16,1.64,8.20,26.23,63.93,1.00,14.58,7.98,3.25,85.42,92.02,96.75,32.79,63.93,3.28,16.39,83.61,0.00,16.39,26.23,57.38,2.00,18.35,13.24,10.43,81.65,86.76,89.57,21.57,9.09,19.61,0.00,
15-04-2125-45,COLEGIO CRISTIANO NUEVA VISION,BARRIO MAGDALENA,Baja Verapaz,CUBULCO,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,11.00,18.18,81.82,9.09,9.09,54.55,27.27,2.00,14.58,7.98,3.25,85.42,92.02,96.75,72.73,27.27,0.00,18.18,81.82,9.09,9.09,54.55,27.27,2.00,18.35,13.24,10.43,81.65,86.76,89.57,N/D,33.33,N/D,16.67,
15-04-2130-45,NUCLEO FAMILIAR PARA EL DESARROLLO EDUCATIVO NUFED NO.289,CASERIO CHUABAJ ALDEA GUATZILEP,Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,10.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,7.98,3.25,85.42,92.02,96.75,90.00,10.00,0.00,30.00,70.00,0.00,30.00,20.00,50.00,3.00,18.35,13.24,10.43,81.65,86.76,89.57,N/D,N/D,N/D,N/D,NUFED
15-04-2152-45,INEB TELESECUNDARIA,ALDEA CIMIENTOS CALA,Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,0.00,100.00,0.00,0.00,23.08,76.92,0.00,14.58,7.98,3.25,85.42,92.02,96.75,75.00,25.00,0.00,7.69,92.31,0.00,7.69,15.38,76.92,1.00,18.35,13.24,10.43,81.65,86.76,89.57,0.00,N/D,0.00,N/D,TELESECUNDARIA
15-04-2181-45,INSTITUTO DE EDUCACION BASICA DE TELESECUNDARIA POR AUTOGESTION,CASERIO LA ESTANCIA,Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,12.00,0.00,100.00,0.00,0.00,16.67,83.33,0.00,14.58,7.98,3.25,85.42,92.02,96.75,50.00,20.00,30.00,0.00,100.00,0.00,0.00,25.00,75.00,0.00,18.35,13.24,10.43,81.65,86.76,89.57,0.00,N/D,0.00,N/D,TELESECUNDARIA
15-04-2204-45,INSTITUTO NACIONAL DE EDUCACION BASICA DE TELESECUNDARIA,ALDEA PAJALES,Baja Verapaz,CUBULCO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,0.00,100.00,0.00,0.00,33.33,66.67,0.00,14.58,7.98,3.25,85.42,92.02,96.75,16.67,83.33,0.00,16.67,83.33,0.00,16.67,0.00,83.33,2.00,18.35,13.24,10.43,81.65,86.76,89.57,N/D,N/D,N/D,N/D,TELESECUNDARIA
15-05-0013-45,INEB,,Baja Verapaz,GRANADOS,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,32.00,6.25,93.75,0.00,6.25,25.00,68.75,1.00,14.58,7.98,5.85,85.42,92.02,94.15,59.38,40.63,0.00,6.25,93.75,0.00,6.25,31.25,62.50,1.00,18.35,13.24,9.94,81.65,86.76,90.06,N/D,N/D,N/D,N/D,REGULAR
15-05-0028-45,INEB DE TELESECUNDARIA,"CASERIO JOYA DE LA VEGA, ALDEA SALTAN",Baja Verapaz,GRANADOS,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,5.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,7.98,5.85,85.42,92.02,94.15,60.00,40.00,0.00,0.00,100.00,0.00,0.00,40.00,60.00,0.00,18.35,13.24,9.94,81.65,86.76,90.06,N/D,N/D,N/D,N/D,TELESECUNDARIA
15-05-0029-45,INEB DE TELESECUNDARIA,ALDEA LLANO GRANDE,Baja Verapaz,GRANADOS,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,0.00,100.00,0.00,0.00,41.18,58.82,0.00,14.58,7.98,5.85,85.42,92.02,94.15,94.12,5.88,0.00,11.76,88.24,0.00,11.76,35.29,52.94,1.00,18.35,13.24,9.94,81.65,86.76,90.06,N/D,N/D,N/D,N/D,TELESECUNDARIA
15-05-0214-45,IEBC DE ENSEÑANZA,ALDEA SALTAN,Baja Verapaz,GRANADOS,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,35.00,11.43,88.57,0.00,11.43,22.86,65.71,1.00,14.58,7.98,5.85,85.42,92.02,94.15,74.29,22.86,2.86,11.43,88.57,0.00,11.43,17.14,71.43,1.00,18.35,13.24,9.94,81.65,86.76,90.06,11.11,3.45,16.67,11.54,
15-05-0215-45,IEBC DE ENSEÑANZA,,Baja Verapaz,GRANADOS,COOPERATIVA,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,40.00,10.26,89.74,2.56,7.69,43.59,46.15,1.00,14.58,7.98,5.85,85.42,92.02,94.15,87.50,7.50,5.00,20.51,79.49,0.00,20.51,41.03,38.46,2.00,18.35,13.24,9.94,81.65,86.76,90.06,8.57,23.68,11.43,18.92,
15-05-1463-45,INEB DE TELESECUNDARIA,ALDEA EL SACRAMENTO,Baja Verapaz,GRANADOS,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,11.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,7.98,5.85,85.42,92.02,94.15,90.91,9.09,0.00,0.00,100.00,0.00,0.00,45.45,54.55,0.00,18.35,13.24,9.94,81.65,86.76,90.06,7.69,0.00,7.69,0.00,TELESECUNDARIA
15-05-1464-45,INEB DE TELESECUNDARIA,ALDEA EL ORATORIO,Baja Verapaz,GRANADOS,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,0.00,100.00,0.00,0.00,23.53,76.47,0.00,14.58,7.98,5.85,85.42,92.02,94.15,94.12,5.88,0.00,0.00,100.00,0.00,0.00,17.65,82.35,0.00,18.35,13.24,9.94,81.65,86.76,90.06,6.25,N/D,6.25,N/D,TELESECUNDARIA
15-05-2076-45,INEB TELESECUNDARIA,ALDEA IXCHEL,Baja Verapaz,GRANADOS,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,0.00,100.00,0.00,0.00,13.33,86.67,0.00,14.58,7.98,5.85,85.42,92.02,94.15,80.00,20.00,0.00,6.67,93.33,0.00,6.67,26.67,66.67,1.00,18.35,13.24,9.94,81.65,86.76,90.06,7.14,13.33,28.57,41.38,TELESECUNDARIA
15-06-0005-45,INEB,BARRIO EL CENTRO,Baja Verapaz,SANTA CRUZ EL CHOL,OFICIAL,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,27.00,7.69,92.31,3.85,3.85,34.62,57.69,1.00,14.58,7.98,10.19,85.42,92.02,89.81,96.30,0.00,3.70,11.54,88.46,0.00,11.54,42.31,46.15,1.00,18.35,13.24,16.56,81.65,86.76,83.44,N/D,N/D,N/D,N/D,REGULAR
15-06-0014-45,INEB,ALDEA LOS LOCHUYES,Baja Verapaz,SANTA CRUZ EL CHOL,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,6.67,93.33,0.00,6.67,33.33,60.00,1.00,14.58,7.98,10.19,85.42,92.02,89.81,100.00,0.00,0.00,6.67,93.33,0.00,6.67,40.00,53.33,1.00,18.35,13.24,16.56,81.65,86.76,83.44,N/D,N/D,N/D,N/D,REGULAR
15-06-0234-45,IEBC DE ENSEÑANZA,,Baja Verapaz,SANTA CRUZ EL CHOL,COOPERATIVA,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,53.00,16.98,83.02,7.55,9.43,43.40,39.62,2.00,14.58,7.98,10.19,85.42,92.02,89.81,92.45,7.55,0.00,20.75,79.25,0.00,20.75,30.19,49.06,2.00,18.35,13.24,16.56,81.65,86.76,83.44,14.29,20.51,12.50,29.55,
15-06-1468-45,INEB DE TELESECUNDARIA,ALDEA LOS AMATES,Baja Verapaz,SANTA CRUZ EL CHOL,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,25.00,16.00,84.00,4.00,12.00,28.00,56.00,2.00,14.58,7.98,10.19,85.42,92.02,89.81,79.17,20.83,0.00,24.00,76.00,4.00,20.00,24.00,52.00,2.00,18.35,13.24,16.56,81.65,86.76,83.44,5.56,0.00,21.05,16.67,TELESECUNDARIA
15-06-1681-45,INEB DE TELESECUNDARIA,ALDEA LOS JOBOS,Baja Verapaz,SANTA CRUZ EL CHOL,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,12.00,0.00,100.00,0.00,0.00,16.67,83.33,0.00,14.58,7.98,10.19,85.42,92.02,89.81,66.67,25.00,8.33,16.67,83.33,0.00,16.67,33.33,50.00,2.00,18.35,13.24,16.56,81.65,86.76,83.44,0.00,13.04,11.76,13.04,TELESECUNDARIA
15-06-1943-45,INEB DE TELESECUNDARIA,ALDEA OJO DE AGUA,Baja Verapaz,SANTA CRUZ EL CHOL,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,16.00,0.00,100.00,0.00,0.00,31.25,68.75,0.00,14.58,7.98,10.19,85.42,92.02,89.81,93.75,6.25,0.00,6.25,93.75,0.00,6.25,31.25,62.50,1.00,18.35,13.24,16.56,81.65,86.76,83.44,0.00,0.00,12.50,0.00,TELESECUNDARIA
15-06-2154-45,INEB TELESECUNDARIA,ALDEA AGUA CALIENTE,Baja Verapaz,SANTA CRUZ EL CHOL,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,10.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,7.98,10.19,85.42,92.02,89.81,90.00,10.00,0.00,20.00,80.00,0.00,20.00,20.00,60.00,2.00,18.35,13.24,16.56,81.65,86.76,83.44,0.00,25.00,0.00,0.00,TELESECUNDARIA
15-07-0015-45,INEB DE TELESECUNDARIA,ALDEA EL ASTILLERO,Baja Verapaz,SAN JERONIMO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,16.00,0.00,100.00,0.00,0.00,18.75,81.25,0.00,14.58,7.98,9.18,85.42,92.02,90.82,62.50,18.75,18.75,12.50,87.50,0.00,12.50,18.75,68.75,1.00,18.35,13.24,19.42,81.65,86.76,80.58,N/D,N/D,N/D,N/D,TELESECUNDARIA
15-07-0017-45,INEB,"CASERIO LOS CERRITOS, ALDEA EL JICARO",Baja Verapaz,SAN JERONIMO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,18.00,0.00,100.00,0.00,0.00,5.56,94.44,0.00,14.58,7.98,9.18,85.42,92.02,90.82,66.67,22.22,11.11,11.11,88.89,0.00,11.11,16.67,72.22,1.00,18.35,13.24,19.42,81.65,86.76,80.58,N/D,N/D,N/D,N/D,REGULAR
15-07-0018-45,INEB DE TELESECUNDARIA,ALDEA MATANZAS,Baja Verapaz,SAN JERONIMO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,16.67,83.33,0.00,16.67,33.33,50.00,2.00,14.58,7.98,9.18,85.42,92.02,90.82,83.33,16.67,0.00,0.00,100.00,0.00,0.00,16.67,83.33,0.00,18.35,13.24,19.42,81.65,86.76,80.58,N/D,N/D,N/D,N/D,TELESECUNDARIA
15-07-0027-45,INEB DE TELESECUNDARIA,ALDEA SAN ISIDRO,Baja Verapaz,SAN JERONIMO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,0.00,100.00,0.00,0.00,33.33,66.67,0.00,14.58,7.98,9.18,85.42,92.02,90.82,100.00,0.00,0.00,11.11,88.89,0.00,11.11,33.33,55.56,1.00,18.35,13.24,19.42,81.65,86.76,80.58,N/D,N/D,N/D,N/D,TELESECUNDARIA
15-07-0028-45,INEB,ALDEA LOS JOCOTES,Baja Verapaz,SAN JERONIMO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,33.00,9.09,90.91,0.00,9.09,39.39,51.52,1.00,14.58,7.98,9.18,85.42,92.02,90.82,81.82,18.18,0.00,15.15,84.85,0.00,15.15,36.36,48.48,2.00,18.35,13.24,19.42,81.65,86.76,80.58,N/D,N/D,N/D,N/D,REGULAR
15-07-0032-45,COLEGIO PARTICULAR MIXTO SAN JERONIMO,BARRIO ABAJO,Baja Verapaz,SAN JERONIMO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,15.38,84.62,7.69,7.69,15.38,69.23,2.00,14.58,7.98,9.18,85.42,92.02,90.82,100.00,0.00,0.00,15.38,84.62,0.00,15.38,15.38,69.23,2.00,18.35,13.24,19.42,81.65,86.76,80.58,N/D,N/D,N/D,N/D,
15-07-0035-45,COLEGIO PARTICULAR MIXTO SAN JERONIMO,BARRIO ABAJO,Baja Verapaz,SAN JERONIMO,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,4.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,14.58,7.98,9.18,85.42,92.02,90.82,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,18.35,13.24,19.42,81.65,86.76,80.58,N/D,N/D,N/D,N/D,
15-07-0254-45,IEBC DE ENSEÑANZA,BARRIO ABAJO,Baja Verapaz,SAN JERONIMO,COOPERATIVA,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,64.00,17.19,82.81,9.38,7.81,28.13,54.69,2.00,14.58,7.98,9.18,85.42,92.02,90.82,73.44,23.44,3.13,41.27,58.73,1.59,39.68,34.92,23.81,4.00,18.35,13.24,19.42,81.65,86.76,80.58,16.13,20.83,20.97,20.00,
15-07-1164-45,IEBC,ALDEA SANTA BARBARA,Baja Verapaz,SAN JERONIMO,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,28.00,3.57,96.43,0.00,3.57,28.57,67.86,0.00,14.58,7.98,9.18,85.42,92.02,90.82,50.00,50.00,0.00,3.57,96.43,0.00,3.57,32.14,64.29,0.00,18.35,13.24,19.42,81.65,86.76,80.58,21.43,0.00,32.14,21.21,
15-07-2155-45,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED N. 280,ALDEA EL CACAO,Baja Verapaz,SAN JERONIMO,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,16.00,6.25,93.75,0.00,6.25,18.75,75.00,1.00,14.58,7.98,9.18,85.42,92.02,90.82,87.50,6.25,6.25,6.25,93.75,0.00,6.25,31.25,62.50,1.00,18.35,13.24,19.42,81.65,86.76,80.58,0.00,N/D,0.00,N/D,NUFED
15-08-0005-45,"""INSTITUTO MIXTO PARTICULAR VERAPAZ""",BARRIO EL CEMENTERIO,Baja Verapaz,PURULHA,PRIVADO,URBANA,FIN DE SEMANA,VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,33.33,66.67,0.00,33.33,33.33,33.33,3.00,14.58,7.98,10.31,85.42,92.02,89.69,50.00,50.00,0.00,16.67,83.33,0.00,16.67,50.00,33.33,2.00,18.35,13.24,12.93,81.65,86.76,87.07,9.09,N/D,0.00,N/D,
15-08-0102-45,INEB DE TELESECUNDARIA,ALDEA MATUCUY II,Baja Verapaz,PURULHA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,7.98,10.31,85.42,92.02,89.69,50.00,50.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,18.35,13.24,12.93,81.65,86.76,87.07,N/D,N/D,N/D,N/D,TELESECUNDARIA
15-08-0103-45,INEB DE TELESECUNDARIA,ALDEA PANIMA,Baja Verapaz,PURULHA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,7.98,10.31,85.42,92.02,89.69,44.44,44.44,11.11,0.00,100.00,0.00,0.00,22.22,77.78,0.00,18.35,13.24,12.93,81.65,86.76,87.07,N/D,N/D,N/D,N/D,TELESECUNDARIA
