VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR104,VAR105,VAR106,VAR107,VAR108,VAR109,VAR110,VAR111,VAR112,VAR113,VAR114,VAR115,VAR116,VAR117
00-01-0192-46,Instituto Privado Mixto De Educación Diversificada Profesional De Tecnicas Comerciales Especializadas,7A Ave. 3-46,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,104,48.45,55.74,48.84,70.87,64.63,69.23,50.96,18.27,30.77,26.92,3.85,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,69.47,69.01,59.86,12.37,10.17,16.28,21.36,31.71,16.35,10.58,5.77,83.65,52.88,30.77,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,42.87,50.00,39.74,2.88,97.12,0.00,0.00,0.00,0.00,0.00,0.96,99.04,0.00,0.00,0.00,0.00,0.00,99.04,8.82,5.77,17.64,10.58,15.38,29.81,28.84,15.38,14.42,19.23,39.42,18.27,8.65,2.01,2.35,69.90,2.28,0.00,6.73,74.04,16.35,1.92,0.96,0.00,0.00,7.69,46.15,25.96,10.58,9.62,1,1,0.00,5.77,73.08,19.23,1.92,0.00,0.00,0.00
00-01-0197-46,Liceo Tecnológico Guatemala De La Asunción,3A. Calle 7-64,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,1,11.11,16.67,N/D,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,81.25,57.69,75.00,11.11,0.00,N/D,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,30.00,33.33,42.31,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,36.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,4.00,5.00,100.00,4.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,1,1,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
00-01-0202-46,Instituto Mixto De Miguel De Cervantes,12  Avenida 8-35 Zona 1,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,53,36.17,18.92,19.30,29.09,24.00,50.94,26.42,24.53,49.06,33.96,15.09,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,59.67,62.19,50.94,4.26,5.48,1.75,7.27,8.00,1.89,0.00,1.89,98.11,56.60,41.51,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,38.80,45.78,37.30,7.55,83.02,1.89,0.00,1.89,0.00,5.66,5.66,92.45,0.00,0.00,0.00,1.89,0.00,83.02,15.38,19.23,17.72,45.28,18.87,15.09,5.66,15.09,39.62,15.09,16.98,1.89,26.42,1.55,1.78,44.00,4.75,5.66,13.21,56.60,24.53,0.00,0.00,0.00,0.00,11.32,35.85,28.30,9.43,15.09,1,1,4.55,6.82,65.91,18.18,0.00,0.00,2.27,2.27
00-01-0203-46,Instituto Nacional Central Para Varones,9A Ave. 9-27,Ciudad Capital,Zona 1,Oficial,Urbana,Diario (Regular),Matutina,9,76.47,42.86,50.00,45.00,46.15,66.67,55.56,11.11,33.33,0.00,33.33,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,61.81,64.96,55.56,41.18,14.29,20.00,10.00,11.54,55.56,22.22,33.33,44.44,44.44,0.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,56.21,53.85,45.19,11.11,88.89,0.00,0.00,0.00,0.00,0.00,22.22,66.67,0.00,0.00,0.00,11.11,0.00,88.89,22.22,44.44,17.89,33.33,22.22,11.11,33.33,0.00,33.33,22.22,22.22,22.22,0.00,1.33,2.17,77.78,3.56,33.33,11.11,55.56,0.00,0.00,0.00,0.00,0.00,0.00,55.56,33.33,0.00,11.11,1,1,0.00,11.11,88.89,0.00,0.00,0.00,0.00,0.00
00-01-0204-46,Instituto Nacional De Bachillerato Adsc. Al Inca,1A Calle 2-64,Ciudad Capital,Zona 1,Oficial,Urbana,Diario (Regular),Matutina,112,43.14,54.29,45.61,48.05,46.09,64.29,38.39,25.89,35.71,25.89,9.82,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,63.17,63.94,56.14,11.54,13.89,3.51,9.09,5.22,8.93,1.79,7.14,91.07,47.32,43.75,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,40.18,42.24,34.40,8.93,88.39,0.89,0.89,0.00,0.00,0.89,0.89,98.21,0.00,0.00,0.00,0.89,0.00,93.69,17.12,11.71,17.25,18.75,14.29,30.36,12.50,24.11,28.57,18.75,28.57,11.60,12.50,2.08,2.13,53.57,2.07,15.91,15.91,61.36,6.82,0.00,0.00,0.00,0.00,5.36,41.07,36.61,7.14,9.82,1,1,0.00,9.82,76.79,13.39,0.00,0.00,0.00,0.00
00-01-0205-46,Instituto Normal Central Para Señoritas Belen,11 Ave. 12-20,Ciudad Capital,Zona 1,Oficial,Urbana,Diario (Regular),Matutina,122,39.39,41.25,30.15,46.00,45.10,49.18,31.15,18.03,50.82,31.97,18.85,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,59.53,60.21,50.61,7.27,8.13,4.41,8.67,5.88,2.46,0.00,2.46,97.55,35.25,62.30,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,35.68,40.42,27.16,9.02,90.16,0.00,0.00,0.00,0.00,0.82,6.56,92.62,0.00,0.00,0.00,0.82,0.00,83.47,25.42,6.84,18.02,41.80,15.57,18.03,5.74,18.85,40.16,11.48,29.51,4.10,14.75,0.91,1.82,57.39,2.01,18.18,28.57,44.16,6.49,2.60,0.00,0.00,0.00,17.36,38.02,28.10,4.13,12.40,1,1,21.21,15.15,48.48,10.61,4.55,0.00,0.00,0.00
00-01-0206-46,Instituto Normal Mixto Rafael Aqueche,"9A Calle 2-36,",Ciudad Capital,Zona 1,Oficial,Urbana,Diario (Regular),Matutina,42,46.15,32.88,47.62,41.89,34.15,40.48,28.57,11.90,59.52,45.24,14.29,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,56.70,61.90,43.15,15.38,4.11,2.38,10.81,12.20,2.38,0.00,2.38,97.62,50.00,47.62,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,35.57,41.58,28.89,7.14,90.48,0.00,0.00,0.00,0.00,2.38,0.00,100.00,0.00,0.00,0.00,0.00,0.00,80.95,15.00,7.32,17.67,28.57,19.05,28.57,4.76,19.05,42.86,9.52,26.19,4.76,16.67,1.84,2.65,60.98,4.60,4.76,38.10,54.76,2.38,0.00,0.00,0.00,0.00,14.29,47.62,30.95,2.38,4.76,1,1,0.00,31.25,59.38,6.25,0.00,3.13,0.00,0.00
00-01-0207-46,Instituto Normal Mixto Rafael Aqueche,9A Calle 2-36,Ciudad Capital,Zona 1,Oficial,Urbana,Diario (Regular),Vespertina,36,25.45,32.50,28.57,18.97,24.32,30.56,19.44,11.11,69.44,30.56,38.89,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,54.34,56.52,42.01,3.64,7.50,8.16,3.45,8.11,8.33,2.78,5.56,91.67,30.56,61.11,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,40.85,40.81,30.74,25.00,75.00,0.00,0.00,0.00,0.00,0.00,16.67,83.33,0.00,0.00,0.00,0.00,0.00,72.22,28.57,27.78,18.53,47.22,8.33,16.67,8.33,19.44,50.00,8.33,19.44,8.33,13.89,1.59,1.38,55.56,1.83,10.34,17.24,58.62,6.90,3.45,0.00,3.45,0.00,30.56,41.67,22.22,2.78,2.78,1,1,6.45,16.13,58.06,12.90,3.23,0.00,0.00,3.23
00-01-0208-46,Instituto Normal Mixto Nocturno,9A Ave. 9-27,Ciudad Capital,Zona 1,Oficial,Urbana,Diario (Regular),Nocturna,21,13.79,47.37,31.82,33.33,N/D,28.57,19.05,9.52,71.43,19.05,52.38,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,55.95,48.17,30.95,3.45,10.53,0.00,2.78,N/D,9.52,0.00,9.52,90.48,19.05,71.43,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,32.77,29.67,23.49,28.57,57.14,0.00,0.00,0.00,0.00,14.29,19.05,76.19,0.00,0.00,0.00,4.76,0.00,72.22,31.58,80.00,31.05,28.57,4.76,14.29,4.76,47.62,47.62,9.52,9.52,0.00,33.33,0.94,2.29,55.00,3.05,22.22,61.11,5.56,11.11,0.00,0.00,0.00,0.00,15.00,45.00,30.00,5.00,5.00,1,1,10.00,80.00,5.00,5.00,0.00,0.00,0.00,0.00
00-01-0210-46,Colegio Catolico San Pablo,14 Calle  A  2-41,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,51,76.47,77.78,84.09,78.95,77.08,86.27,58.82,27.45,13.73,11.76,1.96,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,72.79,70.21,59.80,43.14,44.74,70.45,43.86,47.92,45.10,21.57,23.53,54.90,43.14,11.76,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,52.94,55.81,49.28,5.88,88.24,3.92,0.00,1.96,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,8.00,0.00,17.47,3.92,15.69,35.29,37.25,7.84,1.96,13.73,52.94,27.45,3.92,2.00,3.00,86.00,0.98,22.73,0.00,27.27,50.00,0.00,0.00,0.00,0.00,31.37,41.18,15.69,3.92,7.84,0,1,0.00,0.00,15.69,80.39,0.00,1.96,0.00,1.96
00-01-0212-46,Instituto Privado Para Varones De Educación Diversificada Colegio Salesiano Don Bosco,26 Calle 2-46,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,136,97.67,95.10,91.27,93.04,93.94,97.79,96.32,1.47,2.21,1.47,0.74,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,86.90,83.99,76.56,87.60,88.11,88.89,81.74,85.61,88.24,82.35,5.88,11.77,11.03,0.74,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,77.90,81.45,74.61,2.94,96.32,0.00,0.00,0.00,0.00,0.74,1.47,97.79,0.00,0.00,0.00,0.74,0.00,100.00,1.48,3.76,16.82,2.94,2.21,34.56,52.21,8.09,1.47,1.47,41.18,48.53,7.35,2.10,3.46,75.57,4.77,89.71,2.21,1.47,6.62,0.00,0.00,0.00,0.00,11.76,54.41,21.32,5.88,6.62,1,1,0.00,0.74,8.09,91.18,0.00,0.00,0.00,0.00
00-01-0218-46,Liceo Tecnológico Guatemala De La Asunción,3A. Calle 7-64,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,37,12.50,47.06,16.67,9.09,18.18,27.03,16.22,10.81,72.97,29.73,43.24,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,51.86,52.91,41.55,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,100.00,24.32,75.68,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,33.39,35.14,22.70,18.92,75.68,2.70,2.70,0.00,0.00,0.00,10.81,83.78,0.00,0.00,0.00,5.41,0.00,72.97,51.43,75.00,25.84,51.35,5.41,10.81,2.70,29.73,51.35,2.70,13.51,0.00,32.43,0.86,2.03,59.46,1.57,12.12,15.15,33.33,21.21,9.09,3.03,0.00,6.06,27.03,56.76,5.41,0.00,10.81,1,1,2.86,17.14,37.14,31.43,5.71,5.71,0.00,0.00
00-01-0219-46,Centro De Estudios Winbridge,8A Calle 2-40,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,30,60.42,66.67,58.82,66.67,74.07,70.00,46.67,23.33,30.00,20.00,10.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,71.04,66.54,49.58,18.75,17.20,35.29,18.33,14.81,30.00,10.00,20.00,70.00,43.33,26.67,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,50.43,50.97,47.88,3.33,93.33,0.00,0.00,3.33,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,6.67,3.33,18.13,16.67,13.33,20.00,40.00,10.00,16.67,6.67,33.33,40.00,3.33,2.37,2.29,73.33,1.57,13.04,4.35,17.39,65.22,0.00,0.00,0.00,0.00,20.00,30.00,30.00,0.00,20.00,0,1,0.00,0.00,13.33,83.33,3.33,0.00,0.00,0.00
00-01-0220-46,Liceo Frances,5A Ave. 9-80,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,34,72.41,66.67,73.91,82.50,66.67,79.41,58.82,20.59,20.59,17.65,2.94,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,74.63,71.15,62.50,22.41,18.92,23.91,25.00,7.69,11.76,2.94,8.82,88.23,52.94,35.29,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,43.77,48.24,40.33,2.94,97.06,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,3.03,17.38,5.88,5.88,20.59,64.70,2.94,5.88,0.00,44.12,47.06,2.94,1.35,3.06,91.18,2.68,4.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,5.88,44.12,20.59,2.94,26.47,1,1,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
00-01-0222-46,Colegio Santa Monica,10A Calle 11-41,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,19,62.71,50.00,72.92,75.47,55.88,78.95,68.42,10.53,21.05,21.05,0.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,75.66,74.70,68.42,15.25,14.00,12.50,32.08,17.65,36.84,26.32,10.53,63.16,52.63,10.53,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,53.41,56.86,52.24,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,5.26,0.00,17.37,15.79,0.00,31.58,31.58,21.05,5.26,0.00,47.37,31.58,15.79,1.68,3.11,89.47,4.89,31.58,26.32,42.11,0.00,0.00,0.00,0.00,0.00,0.00,31.58,31.58,26.32,10.53,0,1,0.00,5.26,89.47,5.26,0.00,0.00,0.00,0.00
00-01-0223-46,Colegio El Rosario,15 Calle 'A' 2-74,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,49,51.67,39.29,63.41,57.14,60.00,65.31,36.73,28.57,34.69,26.53,8.16,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,64.29,64.52,61.73,5.00,6.78,14.63,20.88,17.78,14.29,6.12,8.16,85.71,59.18,26.53,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,47.83,51.32,46.00,2.04,95.92,0.00,2.04,0.00,0.00,0.00,2.04,97.96,0.00,0.00,0.00,0.00,0.00,95.92,8.16,8.16,17.41,10.20,18.37,28.57,30.61,12.24,14.29,10.20,46.94,16.33,12.24,2.08,2.76,65.31,0.92,22.22,3.70,3.70,70.37,0.00,0.00,0.00,0.00,12.24,46.94,20.41,6.12,14.29,1,1,0.00,2.04,4.08,91.84,2.04,0.00,0.00,0.00
00-01-0225-46,Colegio Comercial Guatemalteco,10A Calle 11-44,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,60,77.46,59.38,71.01,68.49,77.05,73.33,55.00,18.33,26.67,18.33,8.33,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,67.50,67.18,62.92,17.14,7.94,14.49,24.66,27.87,10.00,3.33,6.67,90.00,55.00,35.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,50.36,43.75,44.12,0.00,98.33,0.00,0.00,1.67,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,11.86,1.69,17.43,10.00,5.00,38.33,36.67,10.00,3.33,16.67,48.33,26.66,5.00,1.57,2.02,71.93,1.92,11.63,0.00,2.33,83.72,0.00,2.33,0.00,0.00,8.33,21.67,38.33,11.67,20.00,1,1,0.00,1.67,0.00,98.33,0.00,0.00,0.00,0.00
00-01-0226-46,Instituto Belga Guatemalteco,9A Calle 10-38,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,85,83.06,80.00,89.01,87.25,79.21,91.76,75.29,16.47,8.24,8.24,0.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,81.03,77.92,71.91,48.39,45.45,40.66,47.06,49.50,32.94,25.88,7.06,67.06,57.65,9.41,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,53.08,54.39,51.45,1.18,98.82,0.00,0.00,0.00,0.00,0.00,1.18,98.82,0.00,0.00,0.00,0.00,0.00,97.65,0.00,0.00,17.39,0.00,2.35,28.24,54.12,15.29,1.18,1.18,35.29,49.42,12.94,2.90,3.46,40.48,4.71,78.31,6.02,1.20,14.46,0.00,0.00,0.00,0.00,3.57,40.48,30.95,5.95,19.05,1,1,0.00,0.00,11.90,86.90,0.00,0.00,1.19,0.00
00-01-0227-46,Colegio De Señoritas El Sagrado Corazón,9A Ave. 13-57,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,90,71.79,68.14,90.76,82.61,92.19,88.89,81.11,7.78,11.11,10.00,1.11,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,76.67,76.58,74.31,27.97,37.74,61.34,57.61,64.06,51.11,35.56,15.56,48.89,41.11,7.78,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,57.27,60.35,57.26,1.11,97.78,0.00,0.00,0.00,0.00,1.11,1.11,98.89,0.00,0.00,0.00,0.00,0.00,98.89,3.33,1.11,17.29,6.67,5.56,28.89,48.89,10.00,3.33,5.56,44.44,41.11,5.56,1.40,3.18,56.67,4.66,30.34,50.56,5.62,13.48,0.00,0.00,0.00,0.00,8.89,42.22,27.78,12.22,8.89,1,1,0.00,0.00,10.00,86.67,2.22,0.00,0.00,1.11
00-01-0236-46,Instituto De Educación Diversificada Liceo Ibero Guatemalteco,7A Ave. 3-75,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,3,25.00,0.00,16.67,0.00,0.00,66.67,33.33,33.33,33.33,33.33,0.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,62.50,64.10,66.67,0.00,0.00,0.00,0.00,0.00,33.33,0.00,33.33,66.66,33.33,33.33,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,50.98,46.15,44.44,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,66.67,33.33,18.33,0.00,0.00,66.67,33.33,0.00,33.33,0.00,33.33,33.33,0.00,1.33,4.33,66.67,3.00,0.00,66.67,0.00,33.33,0.00,0.00,0.00,0.00,0.00,33.33,66.67,0.00,0.00,1,0,0.00,0.00,66.67,33.33,0.00,0.00,0.00,0.00
00-01-0238-46,Instituto De Educación Diversificada Tecnológico De Computación (I.T.C.),2A Calle 11-65,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,98,60.67,62.79,74.64,69.29,71.19,84.69,62.24,22.45,15.31,9.18,6.12,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,73.15,72.45,61.86,35.33,37.98,40.58,51.97,44.92,53.06,36.73,16.33,46.94,38.78,8.16,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,58.04,61.15,55.37,4.08,95.92,0.00,0.00,0.00,0.00,0.00,0.00,98.98,0.00,0.00,0.00,1.02,0.00,95.92,8.16,7.14,18.07,9.18,9.18,42.86,32.65,6.12,11.22,6.12,46.94,31.63,4.08,2.36,4.23,91.58,1.95,2.13,1.06,11.70,68.09,4.26,3.19,1.06,8.51,32.65,33.67,17.35,7.14,9.18,1,1,0.00,0.00,14.43,77.32,0.00,2.06,0.00,6.19
00-01-0240-46,Instituto De Educación Diversificada Rafael Landivar,8A Calle 2-46,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,27,35.29,60.00,59.09,51.61,54.05,48.15,33.33,14.81,51.85,40.74,11.11,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,64.58,63.53,46.30,20.59,26.32,18.18,22.58,35.14,44.44,18.52,25.93,55.55,33.33,22.22,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,52.72,53.28,45.93,7.41,92.59,0.00,0.00,0.00,0.00,0.00,3.70,96.30,0.00,0.00,0.00,0.00,0.00,92.59,7.69,3.85,17.15,14.81,25.93,33.33,18.52,7.41,22.22,18.52,48.15,7.41,3.70,2.37,2.78,44.44,3.56,0.00,0.00,0.00,44.44,25.93,29.63,0.00,0.00,18.52,37.04,11.11,11.11,22.22,1,1,0.00,0.00,0.00,48.15,25.93,25.93,0.00,0.00
00-01-0243-46,Centro Educaciónal Mixto Privado Kingston,8A Calle 12-46,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,27,32.26,15.38,23.33,40.63,33.33,40.74,7.41,33.33,59.26,37.04,22.22,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,55.09,55.56,50.00,3.23,3.85,0.00,3.13,11.11,0.00,0.00,0.00,100.00,22.22,77.78,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,32.90,33.90,26.42,11.11,85.19,0.00,0.00,0.00,0.00,3.70,0.00,100.00,0.00,0.00,0.00,0.00,0.00,92.59,22.22,7.41,18.26,33.33,7.41,44.44,11.11,3.70,25.93,7.41,40.74,14.81,11.11,0.82,2.24,53.85,0.81,50.00,0.00,14.29,21.43,0.00,7.14,0.00,7.14,33.33,40.74,18.52,3.70,3.70,0,1,0.00,9.09,27.27,59.09,4.55,0.00,0.00,0.00
00-01-0247-46,Instituto Particular Mixto Jose Marti,8A Calle 12-41,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,6,8.00,25.00,22.50,45.16,37.50,33.33,33.33,0.00,66.67,33.33,33.33,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,54.17,55.13,45.83,4.00,4.55,7.50,6.45,0.00,0.00,0.00,0.00,100.00,33.33,66.67,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,33.33,44.87,23.33,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,33.33,20.00,21.67,50.00,33.33,0.00,16.67,0.00,50.00,16.67,16.67,16.67,0.00,0.50,1.40,66.67,3.33,0.00,33.33,33.33,33.33,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,33.33,1,1,0.00,0.00,40.00,60.00,0.00,0.00,0.00,0.00
00-01-0248-46,Colegio El Camino,10A Calle 11-46,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,8,68.42,69.23,66.67,66.67,60.00,50.00,37.50,12.50,50.00,50.00,0.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,60.94,64.90,54.69,26.32,46.15,16.67,13.33,20.00,12.50,0.00,12.50,87.50,37.50,50.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,42.35,44.66,39.65,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,12.50,25.00,18.63,0.00,0.00,12.50,25.00,62.50,0.00,12.50,50.00,12.50,25.00,1.00,1.50,50.00,0.88,25.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,50.00,37.50,12.50,0.00,0.00,1,1,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
00-01-0249-46,Liceo Montessori,7A Calle 12-51,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,13,60.00,14.29,66.67,50.00,20.00,53.85,46.15,7.69,46.15,23.08,23.08,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,62.98,62.13,41.35,20.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,100.00,76.92,23.08,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,36.11,45.76,38.93,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,7.69,0.00,17.85,7.69,15.38,23.08,15.38,38.46,23.08,23.08,38.46,7.69,7.69,1.31,2.50,53.85,1.62,22.22,0.00,66.67,11.11,0.00,0.00,0.00,0.00,30.77,30.77,15.38,7.69,15.38,0,1,0.00,0.00,53.85,46.15,0.00,0.00,0.00,0.00
