Codigo Departamento	Departamento	Codigo Municipio	Municipio	Nivel para indicadores	Ano	Grado	Inscritos Total	Inscritos Hombres	Inscritos Mujeres	Repitentes Total	Repitentes Hombres	Repitentes Mujeres	No promovidos Total	No promovidos Hombres	No promovidos Mujeres	Desertores Total	Desertores Hombres	Desertores Mujeres	Fracaso Escolar Total	Fracaso Escolar Mujeres	Fracaso Escolar Hombres	Tasa de Conservación Hombres	Tasa de Conservación Mujeres	Tasa de Conservación Total
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2013	3	216	111	105	38	20	18	30	13	17	16	7	9	0.21	0.25	0.18	0.94	0.91	0.93
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2013	4	206	100	106	11	8	3	15	11	4	4	4	0	0.09	0.04	0.15	0.96	1	0.98
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2013	5	189	100	89	14	12	2	14	9	5	7	3	4	0.11	0.1	0.12	0.97	0.96	0.96
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2013	6	179	85	94	4	1	3	3	1	2	10	7	3	0.07	0.05	0.09	0.92	0.97	0.94
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2014	1	263	143	120	103	68	35	65	38	27	28	17	11	0.35	0.32	0.38	0.88	0.91	0.89
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2014	2	215	122	93	38	26	12	45	28	17	9	7	2	0.25	0.2	0.29	0.94	0.98	0.96
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2014	3	222	105	117	22	10	12	12	8	4	12	9	3	0.11	0.06	0.16	0.91	0.97	0.95
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2014	4	180	101	79	10	9	1	14	10	4	10	4	6	0.13	0.13	0.14	0.96	0.92	0.94
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2014	5	191	91	100	14	8	6	10	7	3	5	3	2	0.08	0.05	0.11	0.97	0.98	0.97
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2014	6	170	91	79	2	1	1	5	1	4	9	7	2	0.08	0.08	0.09	0.92	0.97	0.95
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2015	1	241	124	117	54	31	23	59	38	21	25	12	13	0.35	0.29	0.4	0.9	0.89	0.9
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2015	2	227	122	105	42	26	16	24	18	6	2	1	1	0.11	0.07	0.16	0.99	0.99	0.99
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2015	3	177	98	79	11	7	4	14	13	1	3	4	-1	0.1	0	0.17	0.96	1.01	0.98
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2015	4	204	92	112	10	7	3	9	6	3	4	1	3	0.06	0.05	0.08	0.99	0.97	0.98
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2015	5	169	95	74	6	5	1	11	7	4	11	8	3	0.13	0.09	0.16	0.92	0.96	0.93
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2015	6	175	82	93	1	0	1	5	1	4	3	1	2	0.05	0.06	0.02	0.99	0.98	0.98
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2016	1	241	128	113	21	12	9	51	30	21	23	18	5	0.31	0.23	0.38	0.86	0.96	0.9
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2016	2	184	91	93	40	23	17	20	14	6	10	5	5	0.16	0.12	0.21	0.95	0.95	0.95
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2016	3	203	111	92	1	1	0	18	12	6	4	4	0	0.11	0.07	0.14	0.96	1	0.98
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2016	4	164	87	77	1	1	0	11	8	3	10	7	3	0.13	0.08	0.17	0.92	0.96	0.94
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2016	5	201	94	107	12	9	3	8	3	5	9	3	6	0.08	0.1	0.06	0.97	0.94	0.96
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2016	6	154	84	70	3	3	0	3	3	0	4	3	1	0.05	0.01	0.07	0.96	0.99	0.97
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2017	1	286	164	122	47	30	17	76	42	34	15	10	5	0.32	0.32	0.32	0.94	0.96	0.95
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2017	2	185	92	93	15	10	5	27	19	8	13	9	4	0.22	0.13	0.3	0.9	0.96	0.93
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2017	3	170	87	83	15	11	4	28	16	12	6	2	4	0.2	0.19	0.21	0.98	0.95	0.96
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2017	4	194	106	88	7	6	1	17	12	5	4	4	0	0.11	0.06	0.15	0.96	1	0.98
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2017	5	146	71	75	3	1	2	15	7	8	9	6	3	0.16	0.15	0.18	0.92	0.96	0.94
20	CHIQUIMULA	2	SAN JOSE LA ARADA	PRIMARIA	2017	6	181	85	96	2	2	0	4	3	1	5	2	3	0.05	0.04	0.06	0.98	0.97	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2013	1	333	174	159	17	11	6	53	30	23	21	13	8	0.22	0.19	0.25	0.93	0.95	0.94
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2013	2	222	117	105	13	8	5	32	20	12	8	3	5	0.18	0.16	0.2	0.97	0.95	0.96
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2013	3	212	115	97	5	4	1	8	6	2	7	4	3	0.07	0.05	0.09	0.97	0.97	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2014	1	275	149	126	13	6	7	42	21	21	16	11	5	0.21	0.21	0.21	0.93	0.96	0.94
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2014	2	292	151	141	3	3	0	49	32	17	17	8	9	0.23	0.18	0.26	0.95	0.94	0.94
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2014	3	196	107	89	0	0	0	17	12	5	4	3	1	0.11	0.07	0.14	0.97	0.99	0.98
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2015	1	287	133	154	9	2	7	20	11	9	23	12	11	0.15	0.13	0.17	0.91	0.93	0.92
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2015	2	240	135	105	2	2	0	17	12	5	14	9	5	0.13	0.1	0.16	0.93	0.95	0.94
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2015	3	249	135	114	1	1	0	11	8	3	8	4	4	0.08	0.06	0.09	0.97	0.96	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2016	1	232	145	87	3	2	1	30	23	7	20	13	7	0.22	0.16	0.25	0.91	0.92	0.91
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2016	2	267	129	138	9	3	6	29	18	11	12	6	6	0.15	0.12	0.19	0.95	0.96	0.96
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2016	3	222	121	101	0	0	0	6	3	3	6	3	3	0.05	0.06	0.05	0.98	0.97	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2017	1	270	131	139	2	2	0	29	15	14	14	6	8	0.16	0.16	0.16	0.95	0.94	0.95
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2017	2	206	126	80	4	3	1	23	17	6	10	6	4	0.16	0.13	0.18	0.95	0.95	0.95
20	CHIQUIMULA	3	SAN JUAN ERMITA	BASICO	2017	3	244	119	125	1	1	0	15	7	8	7	4	3	0.09	0.09	0.09	0.97	0.98	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2013	4	29	15	14	0	0	0	0	0	0	-2	0	-2	-0.07	-0.14	0	1	1.14	1.07
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2013	5	11	5	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2013	6	8	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2014	4	22	10	12	0	0	0	0	0	0	3	1	2	0.14	0.17	0.1	0.9	0.83	0.86
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2014	5	31	15	16	0	0	0	0	0	0	1	0	1	0.03	0.06	0	1	0.94	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2014	6	10	7	3	0	0	0	0	0	0	0	2	-2	0	-0.67	0.29	0.71	1.67	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2015	4	17	8	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2015	5	19	9	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2015	6	29	15	14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2016	4	19	9	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2016	5	17	9	8	0	0	0	1	1	0	0	0	0	0.06	0	0.11	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2016	6	19	9	10	0	0	0	1	0	1	0	0	0	0.05	0.1	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2017	4	28	15	13	1	0	1	1	0	1	0	0	0	0.04	0.08	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2017	5	20	10	10	0	0	0	1	0	1	0	0	0	0.05	0.1	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	DIVERSIFICADO	2017	6	16	8	8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2013	0	1	1	0	0	0	0	0	0	0	1	1	0	1	#DIV/0	1	0	#DIV/0	0
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2013	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2013	2	6	4	2	0	0	0	0	0	0	-1	0	-1	-0.17	-0.5	0	1	1.5	1.17
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2013	3	9	7	2	0	0	0	0	0	0	1	1	0	0.11	0	0.14	0.86	1	0.89
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2013	4	249	132	117	0	0	0	0	0	0	-21	-9	-12	-0.08	-0.1	-0.07	1.07	1.1	1.08
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2013	5	280	168	112	0	0	0	0	0	0	-16	-4	-12	-0.06	-0.11	-0.02	1.02	1.11	1.06
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2013	6	281	142	139	0	0	0	0	0	0	3	3	0	0.01	0	0.02	0.98	1	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2014	0	0	0	0	0	0	0	0	0	0	-1	-1	0	#DIV/0	#DIV/0	#DIV/0	#DIV/0	#DIV/0	#DIV/0
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2014	1	2	1	1	0	0	0	0	0	0	-1	0	-1	-0.5	-1	0	1	2	1.5
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2014	2	5	3	2	0	0	0	0	0	0	-9	-5	-4	-1.8	-2	-1.67	2.67	3	2.8
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2014	3	13	6	7	0	0	0	0	0	0	7	5	2	0.54	0.29	0.83	0.17	0.71	0.46
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2014	4	225	114	111	0	0	0	0	0	0	-3	-1	-2	-0.01	-0.02	-0.01	1.01	1.02	1.01
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2014	5	251	133	118	0	0	0	0	0	0	-1	1	-2	0	-0.02	0.01	0.99	1.02	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2014	6	315	187	128	0	0	0	0	0	0	7	7	0	0.02	0	0.04	0.96	1	0.98
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2015	2	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2015	3	9	6	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2015	4	267	139	128	0	0	0	1	0	1	1	0	1	0.01	0.02	0	1	0.99	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2015	5	267	134	133	0	0	0	1	0	1	-2	-1	-1	0	0	-0.01	1.01	1.01	1.01
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2015	6	329	166	163	0	0	0	0	0	0	-1	-1	0	0	0	-0.01	1.01	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2016	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	#DIV/0	#DIV/0	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2016	1	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2016	2	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2016	3	9	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2016	4	193	101	92	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2016	5	310	169	141	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2016	6	301	159	142	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2017	1	7	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2017	2	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2017	3	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2017	4	238	121	117	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2017	5	314	163	151	0	0	0	0	0	0	1	0	1	0	0.01	0	1	0.99	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PREPRIMARIA	2017	6	375	195	180	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2013	1	587	327	260	157	100	57	196	117	79	6	3	3	0.34	0.32	0.37	0.99	0.99	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2013	2	462	235	227	73	40	33	100	59	41	-5	0	-5	0.21	0.16	0.25	1	1.02	1.01
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2013	3	461	239	222	44	26	18	81	43	38	6	5	1	0.19	0.18	0.2	0.98	1	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2013	4	438	240	198	31	17	14	60	32	28	7	3	4	0.15	0.16	0.15	0.99	0.98	0.98
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2013	5	418	200	218	12	10	2	34	20	14	10	7	3	0.11	0.08	0.14	0.97	0.99	0.98
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2013	6	342	170	172	5	3	2	3	2	1	-7	-6	-1	-0.01	0	-0.02	1.04	1.01	1.02
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2014	1	520	282	238	101	61	40	161	94	67	22	15	7	0.35	0.31	0.39	0.95	0.97	0.96
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2014	2	479	264	215	60	37	23	129	75	54	0	1	-1	0.27	0.25	0.29	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2014	3	436	208	228	45	24	21	62	33	29	2	2	0	0.15	0.13	0.17	0.99	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2014	4	419	212	207	29	16	13	40	22	18	12	2	10	0.12	0.14	0.11	0.99	0.95	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2014	5	395	220	175	13	9	4	31	17	14	8	6	2	0.1	0.09	0.1	0.97	0.99	0.98
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2014	6	371	168	203	0	0	0	2	1	1	3	3	0	0.01	0	0.02	0.98	1	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2015	1	545	312	233	148	85	63	180	106	74	28	16	12	0.38	0.37	0.39	0.95	0.95	0.95
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2015	2	446	233	213	116	67	49	93	59	34	1	1	0	0.21	0.16	0.26	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2015	3	395	206	189	47	22	25	64	42	22	3	0	3	0.17	0.13	0.2	1	0.98	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2015	4	403	190	213	29	17	12	57	30	27	1	0	1	0.14	0.13	0.16	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2015	5	379	198	181	12	9	3	23	16	7	1	2	-1	0.06	0.03	0.09	0.99	1.01	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2015	6	350	197	153	0	0	0	18	13	5	5	5	0	0.07	0.03	0.09	0.97	1	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2016	1	536	287	249	51	32	19	161	88	73	20	11	9	0.34	0.33	0.34	0.96	0.96	0.96
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2016	2	413	241	172	130	79	51	82	51	31	6	6	0	0.21	0.18	0.24	0.98	1	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2016	3	412	214	198	14	9	5	68	40	28	2	1	1	0.17	0.15	0.19	1	0.99	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2016	4	371	186	185	12	9	3	51	22	29	8	5	3	0.16	0.17	0.15	0.97	0.98	0.98
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2016	5	357	169	188	14	7	7	24	9	15	10	4	6	0.1	0.11	0.08	0.98	0.97	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2016	6	365	189	176	10	7	3	14	8	6	3	1	2	0.05	0.05	0.05	0.99	0.99	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2017	1	549	301	248	148	81	67	161	92	69	24	15	9	0.34	0.31	0.36	0.95	0.96	0.96
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2017	2	451	246	205	80	49	31	80	51	29	5	4	1	0.19	0.15	0.22	0.98	1	0.99
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2017	3	388	219	169	58	33	25	70	42	28	1	1	0	0.18	0.17	0.2	1	1	1
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2017	4	389	200	189	34	18	16	46	24	22	10	3	7	0.14	0.15	0.14	0.99	0.96	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2017	5	337	169	168	12	4	8	31	17	14	9	4	5	0.12	0.11	0.12	0.98	0.97	0.97
20	CHIQUIMULA	3	SAN JUAN ERMITA	PRIMARIA	2017	6	326	161	165	8	4	4	10	5	5	2	0	2	0.04	0.04	0.03	1	0.99	0.99
20	CHIQUIMULA	4	JOCOTAN	BASICO	2013	1	609	344	265	11	8	3	106	60	46	64	40	24	0.28	0.26	0.29	0.88	0.91	0.89
20	CHIQUIMULA	4	JOCOTAN	BASICO	2013	2	542	287	255	8	4	4	110	58	52	87	55	32	0.36	0.33	0.39	0.81	0.87	0.84
20	CHIQUIMULA	4	JOCOTAN	BASICO	2013	3	456	248	208	1	1	0	52	27	25	-13	-8	-5	0.09	0.1	0.08	1.03	1.02	1.03
20	CHIQUIMULA	4	JOCOTAN	BASICO	2014	1	627	368	259	17	11	6	66	45	21	22	18	4	0.14	0.1	0.17	0.95	0.98	0.96
20	CHIQUIMULA	4	JOCOTAN	BASICO	2014	2	548	310	238	14	7	7	54	42	12	70	38	32	0.23	0.18	0.26	0.88	0.87	0.87
20	CHIQUIMULA	4	JOCOTAN	BASICO	2014	3	430	218	212	7	4	3	23	10	13	-9	-9	0	0.03	0.06	0	1.04	1	1.02
20	CHIQUIMULA	4	JOCOTAN	BASICO	2015	1	621	369	252	15	11	4	67	47	20	56	43	13	0.2	0.13	0.24	0.88	0.95	0.91
20	CHIQUIMULA	4	JOCOTAN	BASICO	2015	2	564	321	243	6	6	0	65	47	18	44	18	26	0.19	0.18	0.2	0.94	0.89	0.92
20	CHIQUIMULA	4	JOCOTAN	BASICO	2015	3	526	298	228	7	4	3	48	34	14	41	26	15	0.17	0.13	0.2	0.91	0.93	0.92
20	CHIQUIMULA	4	JOCOTAN	BASICO	2016	1	581	342	239	4	3	1	78	53	25	40	24	16	0.2	0.17	0.23	0.93	0.93	0.93
20	CHIQUIMULA	4	JOCOTAN	BASICO	2016	2	568	317	251	9	7	2	65	44	21	37	22	15	0.18	0.14	0.21	0.93	0.94	0.93
20	CHIQUIMULA	4	JOCOTAN	BASICO	2016	3	502	295	207	0	0	0	33	24	9	19	16	3	0.1	0.06	0.14	0.95	0.99	0.96
20	CHIQUIMULA	4	JOCOTAN	BASICO	2017	1	620	343	277	11	6	5	80	47	33	40	22	18	0.19	0.18	0.2	0.94	0.94	0.94
20	CHIQUIMULA	4	JOCOTAN	BASICO	2017	2	547	325	222	11	6	5	56	36	20	36	23	13	0.17	0.15	0.18	0.93	0.94	0.93
20	CHIQUIMULA	4	JOCOTAN	BASICO	2017	3	511	287	224	6	4	2	24	19	5	22	16	6	0.09	0.05	0.12	0.94	0.97	0.96
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2013	4	463	287	176	0	0	0	75	56	19	129	88	41	0.44	0.34	0.5	0.69	0.77	0.72
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2013	5	331	183	148	3	3	0	112	64	48	-100	-57	-43	0.04	0.03	0.04	1.31	1.29	1.3
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2013	6	265	128	137	0	0	0	20	8	12	5	3	2	0.09	0.1	0.09	0.98	0.99	0.98
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2014	4	447	222	225	5	0	5	62	44	18	67	27	40	0.29	0.26	0.32	0.88	0.82	0.85
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2014	5	301	179	122	0	0	0	41	33	8	-82	-55	-27	-0.14	-0.16	-0.12	1.31	1.22	1.27
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2014	6	265	129	136	5	2	3	3	2	1	0	2	-2	0.01	-0.01	0.03	0.98	1.01	1
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2015	4	368	169	199	12	4	8	85	43	42	36	17	19	0.33	0.31	0.36	0.9	0.9	0.9
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2015	5	379	178	201	1	1	0	29	12	17	18	8	10	0.12	0.13	0.11	0.96	0.95	0.95
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2015	6	138	82	56	0	0	0	3	0	3	5	3	2	0.06	0.09	0.04	0.96	0.96	0.96
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2016	4	461	257	204	0	0	0	107	74	33	37	26	11	0.31	0.22	0.39	0.9	0.95	0.92
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2016	5	443	235	208	4	3	1	91	50	41	25	17	8	0.26	0.24	0.29	0.93	0.96	0.94
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2016	6	260	125	135	0	0	0	5	3	2	26	15	11	0.12	0.1	0.14	0.88	0.92	0.9
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2017	4	459	239	220	10	4	6	94	55	39	23	13	10	0.25	0.22	0.28	0.95	0.95	0.95
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2017	5	432	237	195	5	5	0	54	38	16	16	9	7	0.16	0.12	0.2	0.96	0.96	0.96
20	CHIQUIMULA	4	JOCOTAN	DIVERSIFICADO	2017	6	217	111	106	2	1	1	20	13	7	5	2	3	0.12	0.09	0.14	0.98	0.97	0.98
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	0	0	0	0	0	0	0	0	0	0	-1	-1	0	#DIV/0	#DIV/0	#DIV/0	#DIV/0	#DIV/0	#DIV/0
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	1	3	2	1	0	0	0	0	0	0	-1	-1	0	-0.33	0	-0.5	1.5	1	1.33
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	2	6	5	1	0	0	0	0	0	0	1	0	1	0.17	1	0	1	0	0.83
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	3	15	5	10	0	0	0	0	0	0	-3	-1	-2	-0.2	-0.2	-0.2	1.2	1.2	1.2
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	4	268	136	132	0	0	0	0	0	0	-17	-14	-3	-0.06	-0.02	-0.1	1.1	1.02	1.06
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	5	575	308	267	0	0	0	0	0	0	-40	-18	-22	-0.07	-0.08	-0.06	1.06	1.08	1.07
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	6	687	358	329	0	0	0	0	0	0	-60	-39	-21	-0.09	-0.06	-0.11	1.11	1.06	1.09
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2013	9	118	64	54	0	0	0	0	0	0	118	64	54	1	1	1	0	0	0
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2014	0	0	0	0	0	0	0	0	0	0	-1	0	-1	#DIV/0	#DIV/0	#DIV/0	#DIV/0	#DIV/0	#DIV/0
20	CHIQUIMULA	4	JOCOTAN	PREPRIMARIA	2014	1	2	2	0	0	0	0	0	0	0	-1	-1	0	-0.5	#DIV/0	-0.5	1.5	#DIV/0	1.5
